Nome,Endereço,Latitude,Longitude,Categoria
Accor,"R. Curt Hering, 80 - Centro, Blumenau",-26.9216319,-49.06412539999999,hotel
KLN Bar e eventos,"R. José Reuter, 2592 - Velha Central, Blumenau",-26.93738,-49.1501014,restaurant
Food truck do deco,"R. José Reuter, n°2091 - Velha, Blumenau",-26.9376972,-49.1452406,restaurant
Rock'n Truck,"R. Hermann Huscher, 1191 - Vila Formosa, Blumenau",-26.9384745,-49.0708286,restaurant
Parada Árabe,"R. Amazonas, 2325 - Garcia, Blumenau",-26.93966,-49.068328,restaurant
CHEFF DO DOG,"R. Amazonas, 2107 - Garcia, Blumenau",-26.9386294,-49.0665673,restaurant
Hotel Himmelblau,"R. 7 de Setembro, 1415 - Centro, Blumenau",-26.9187036,-49.0699666,hotel
Hotel Europa,"R. Padre Jacobs, 45 - Centro, Blumenau",-26.9201816,-49.0657004,hotel
Pousada by Rieger,"R. Guilherme Butzke Sênior, 53 - Velha, Blumenau",-26.9185985,-49.08636689999999,hotel
Villa do Vale Boutique Hotel,"R. Petrópolis, 342 - Centro, Blumenau",-26.9183883,-49.075899,hotel
Jacó's Bar e Lanchonete,"R. Lucie Herkenhoff, 44 - Velha Central, Blumenau",-26.9341005,-49.131294,restaurant
Caixa Eletrônico Viacredi,"R. Itororó, 95 - Velha Central, Blumenau",-26.9279539,-49.11991829999999,bank
Mercado Locatelli,"Rua Frei Estanislau Schaette, 1325 - Água Verde, Blumenau",-26.9106484,-49.1053348,supermarket
Supermercado Schneider,"Rua Frei Estanislau Schaette, 887 - Água Verde, Blumenau",-26.9123143,-49.1010261,supermarket
Rede TOP - Velha,"R. Gen. Osório, 1490 - Velha, Blumenau",-26.9139609,-49.1102056,supermarket
Cooper Água Verde Blumenau,"R. Gen. Osório, 2070 - Água Verde, Blumenau",-26.9106297,-49.1137226,supermarket
Supermercados e Açougue Capri,"R. Guilherme Poerner, 1144 - Passo Manso, Blumenau",-26.9087041,-49.1425467,supermarket
Peka Supermercados,"R. Guilherme Poerner, 736 - Passo Manso, Blumenau",-26.9087372,-49.1386823,supermarket
2i2j Frutas e Verduras,"Rua Frei Estanislau Schaette, 770 - Água Verde, Blumenau",-26.9120904,-49.1000476,supermarket
Evelin's shop,"R. João Pessoa, ap 601 - Velha, Blumenau",-26.9219824,-49.0983354,store
Diva Store Cosméticos,"R. João Gomes, 186 - Vila Nova, Blumenau",-26.9000992,-49.0938457,store
Blumercado,"R. Gov. Jorge Lacerda, 1170 - Velha, Blumenau",-26.9257599,-49.111192,store
Santi Store,"Rua Frei Estanislau Schaette, 537 - Água Verde, Blumenau",-26.9122335,-49.09778009999999,store
Poow Store,"R. Reg. Feijó - Itoupava Seca, Blumenau",-26.8976296,-49.0885211,store
Sense Store - Moda Feminina,"R. Benjamin Constant, 2799 - Vila Nova, Blumenau",-26.9059191,-49.0920143,store
Box Store - Loja Online,"R. Visc. de Ouro Preto, 195 - Vila Nova, Blumenau",-26.9060474,-49.0896255,store
Carmel Clothing,"R. Alwin Beckmann, 33 - Água Verde, Blumenau",-26.9113949,-49.1168182,store
"Urban Man Store - Loja Moda Masculina | Tommy Hilfiger, Calvin Klein , Lacoste, Armani, Aeropostale, New Era, Hollister.","R. Humberto de Campos, 950 - Velha, Blumenau",-26.9156799,-49.0886855,store
Vivi Store,"R. Maria Müller Gieseler, 111 - Velha, Blumenau",-26.9204156,-49.1157829,store
Cinema store,"R. Eliana Schumann, 516 - Água Verde, Blumenau",-26.9134899,-49.099346,store
Manto Store,"R. Alberto Stein, 416 - Velha, Blumenau",-26.9134278,-49.0854747,store
Shell Select,"R. Alm. Tamandaré, 888 - Vila Nova, Blumenau",-26.9112072,-49.0897447,store
KC Store,"R. Benjamin Constant, 2042 - Escola Agrícola, Blumenau",-26.9045059,-49.09827139999999,store
JA Store,"R. Eugênio Vick - Escola Agrícola, Blumenau",-26.8937775,-49.1074054,store
Conceitto store,"Rua Frei Estanislau Schaette, 2176 - Água Verde, Blumenau",-26.9122527,-49.11216959999999,store
Camélia Store,"Rua Luiz Buzzi, 147 - Velha, Blumenau",-26.9253841,-49.112796,store
Pizzaria Todo Dia,"Velha Central, Blumenau",-26.9345237,-49.128998,restaurant
S.A Dogs e Lanches,"R. Antônio Zendron, 110 - Valparaíso, Blumenau",-26.9512996,-49.07306879999999,restaurant
Barbaros Burger,"R. Hermann Huscher, 1119 - Vila Formosa, Blumenau",-26.9378545,-49.0700548,restaurant
Papa's Dog,"Anexo Nacional Gás - R. Amazonas, 1958 - Garcia, Blumenau",-26.9375701,-49.0656465,restaurant
QUEEN SUSHI BLUMENAU,"R. Amazonas, 2030 - Sala 01 - Garcia, Blumenau",-26.9379992,-49.0662629,restaurant
X-10 Lanches,"R. José Reuter, 1529 - Velha Central, Blumenau",-26.933305,-49.1427543,restaurant
Neide Lanches,"Velha Central, Blumenau",-26.9328162,-49.1415602,restaurant
Ivo Restaurante,"R. José Reuter, 1123 - Velha, Blumenau",-26.9324605,-49.1390891,restaurant
Bar e Lanchonete Dalpiaz,"R. José Reuter, 1001 - Velha Central, Blumenau",-26.9323308,-49.1378797,restaurant
Mercearia Du Carlitos,"R. Alcida da Silva Teles, 300 - Velha Central, Blumenau",-26.9349283,-49.1398482,restaurant
Assadão Velha,"R. José Reuter, 779 - Velha, Blumenau",-26.932833,-49.13574149999999,restaurant
Espetinho C Tá Doido,"R. José Reuter, 914 - Velha Central, Blumenau",-26.9323368,-49.1369244,restaurant
Lanchonete e Pastelaria CIA Do Lanche,"R. José Reuter, 779 - Velha Central, Blumenau",-26.9328537,-49.1357471,restaurant
Sabores da Nani,"R. José Reuter, 411 - Velha Central, Blumenau",-26.9336381,-49.1320604,restaurant
Rotisseria e Hamburgueria Raiter,"R. José Reuter, 502 - Velha Central, Blumenau",-26.9333062,-49.1331419,restaurant
Lanchonete Central,"R. José Reuter, 411 - Velha Central, Blumenau",-26.9336381,-49.1320604,restaurant
Dog Da Tânia,"R. José Reuter, 460 - Velha Central, Blumenau",-26.9334072,-49.1326444,restaurant
Tita's Restaurante,"R. dos Caçadores, 3680 - Velha Central, Blumenau",-26.9328217,-49.1312655,restaurant
Grun Fresh Food,"R. dos Caçadores, 3680 - Velha, Blumenau",-26.9328217,-49.1312655,restaurant
304 Dogueria Artesanal,"R. José Reuter, 304 - Velha Central, Blumenau",-26.9336231,-49.1311228,restaurant
Hamburgueria X-Pires,"R. Harry Brehmer, 38 - Velha Central, Blumenau",-26.9335149,-49.1280265,restaurant
Sabor da Baiana,"R. Rosa Bielau, 110 - Velha Central, Blumenau",-26.9321859,-49.1208403,restaurant
Rustico Burguer Food Truck,"R. Helmut Birr, n 164 - Velha, Blumenau",-26.9329076,-49.1037179,restaurant
Pizzaria Via Night,"R. Gov. Jorge Lacerda, 3073 - Velha Central, Blumenau",-26.9327329,-49.1263873,restaurant
BURGERBRAVO - GARCIA,"R. Amazonas, 1400 - Sala 1 - Garcia, Blumenau",-26.934387,-49.061258,restaurant
La Bella,"R. José Reuter, 800 - Velha Central, Blumenau",-26.9324552,-49.1360188,restaurant
Restaurante Água na Boca,"R. dos Caçadores, 3368 - Velha Central, Blumenau",-26.9308456,-49.12952749999999,restaurant
Restaurante KLA,"R. dos Caçadores, 3368 - Velha, Blumenau",-26.930894,-49.1294485,restaurant
Lanchonete Casa Velha,"R. dos Caçadores, 3306 - Velha Central, Blumenau",-26.9305208,-49.1288657,restaurant
Sicoob MaxiCrédito - Agência Bairro Da Velha,"Rua General Osório, 1563 Edifício Torre Del Grecco, Loja 02 - Velha, Blumenau",-26.9140853,-49.1106884,bank
Mini Mercado Padilha,"R. Nicolau Reiter, 99 - Escola Agrícola, Blumenau",-26.9041643,-49.1049137,supermarket
Supermercado Capri,"R. Gen. Osório, 3630 - Água Verde, Blumenau",-26.9074214,-49.1286444,supermarket
Cooper Vila Nova Blumenau,"R. Benjamin Constant, 2597 - Vila Nova, Blumenau",-26.9043017,-49.0931854,supermarket
Rede TOP - Escola Agrícola,"R. Benjamin Constant, 939 - Escola Agrícola, Blumenau",-26.894966,-49.098558,supermarket
Comercial Reinaldo Silva,"R. Benjamin Constant, 1961 - Asilo, Blumenau",-26.9037647,-49.0979075,supermarket
Mercado Soares,"R. Bahia, 5755 - Salto Weissbach, Blumenau",-26.8941942,-49.1306149,supermarket
Mercearia Alves,"R. Maria Balbina Zimerman, 326 - Asilo, Blumenau",-26.8945843,-49.1087502,supermarket
Cooper Clique e Retire Vila Nova,"R. Expedicionário Joaquim Boos, 26 - Vila Nova, Blumenau",-26.9035031,-49.0930125,supermarket
UniBox Atacarejo - Água Verde,"Rua Frei Estanislau Schaette, 404 - Água Verde, Blumenau",-26.9115545,-49.096633,supermarket
LF Fitness Store,"R. Humberto de Campos, 77 - Sala 11 - Velha, Blumenau",-26.9135498,-49.0806345,store
Blumenau,"Rua Engenheiro Paul Werner - Itoupava Seca, Blumenau",-26.8954724,-49.0830316,hospital
Hospital Dia do Pulmão,"Rua Engenheiro Paul Werner, 1141 - Itoupava Seca, Blumenau",-26.8945304,-49.0852023,hospital
Certro Clinico Dr Blumenau,"R. Floriano Peixoto, 252-262 - Centro, Blumenau",-26.9235161,-49.06420139999999,hospital
Unimed Blumenau - Centro de Diagnóstico,"R. Ingo Hering, 20 - Centro, Blumenau",-26.9203244,-49.06878890000001,hospital
HP Vacinas,"Rua Engenheiro Paul Werner, 1141 - Vila Nova, Blumenau",-26.8942756,-49.0847912,hospital
Clínica Oncológica,"Vorstadt, Blumenau",-26.916554,-49.0581908,hospital
Hospital Santa Isabel - Anestesiologia,"R. Floriano Peixoto, 300 - Centro, Blumenau",-26.923743,-49.0654824,hospital
Hospital Santa Isabel -Coloproctologia,"R. Floriano Peixoto, 300 - Centro, Blumenau",-26.923743,-49.0654824,hospital
Museu Hering,"R. Hermann Hering, 1740 - Bom Retiro, Blumenau",-26.9255339,-49.082234,cool things to do
Vila Germânica Park,"R. Alberto Stein, 199 - Velha, Blumenau",-26.9153594,-49.0844385,cool things to do
Parque Vila Germânica,"R. Alberto Stein, 199 - loja 109 - Velha, Blumenau",-26.9155433,-49.0846725,cool things to do
D'Chef Hamburgueria e Pub,"R. dos Caçadores, 3368 - Velha, Blumenau",-26.9309911,-49.12955239999999,restaurant
Hope Burger,"R. dos Caçadores, 3420 - Velha Central, Blumenau",-26.9312101,-49.1298632,restaurant
Paraíso dos Pastéis Blumenau,"R. dos Caçadores, 3707 - Velha Central, Blumenau",-26.9334237,-49.1312903,restaurant
Ponte Aldo Pereira de Andrade (Ponte de Ferro),"Pte. A P de Andrade - Ponta Aguda, Blumenau",-26.9130018,-49.0677628,tourist attractions
Burger Licious,"R. Amazonas, 1143 - Garcia, Blumenau",-26.9330724,-49.0594154,restaurant
Ibis Budget Blumenau,"R. Paulo Zimmermann, 142 - Centro, Blumenau",-26.915257,-49.071525,hotel
Blu Terrace Hotel,"R. Mariana Bronnemann, 230 - Velha, Blumenau",-26.9143756,-49.0837017,hotel
Hotel blue tower,"Rua Uruguai, 323 - Ponta Aguda, Blumenau",-26.9168667,-49.0652098,hotel
Blumenau Tower by Castelo Itaipava,"Rua Uruguai, 323 - Ponta Aguda, Blumenau",-26.9168576,-49.0651975,hotel
Hotel Steinhausen,"R. Minas Gerais, 53 - Centro, Blumenau",-26.9147718,-49.0810032,hotel
Hotel Domhof | Blumenau,"Rua Uruguai, 266 - Ponta Aguda, Blumenau",-26.9170294,-49.0643807,hotel
Hotel Pousada XV,"R. XV de Novembro, 1290 - Centro, Blumenau",-26.9169715,-49.0678755,hotel
Pousada & Hostel Econômica,"R. Chile, 322 - Ponta Aguda, Blumenau",-26.9168369,-49.0610179,hotel
BankOne - Santa Catarina,"R. Dr. Léo de Carvalho, 74 - Sala 508 - Velha, Blumenau",-26.9145021,-49.0881064,bank
Itaú - Ag. 7487 - Blumenau Velha,"R. Alm. Tamandaré, 1130 - Vila Nova, Blumenau",-26.9107679,-49.0923862,bank
Mini Mercado Fites,"R. José Isidoro Corrêa, 276 - Ponta Aguda, Blumenau",-26.9002057,-49.04911389999999,supermarket
Supermercado Ponto Econômico,"R. das Missões, 1870 - Ponta Aguda, Blumenau",-26.8990198,-49.0590436,supermarket
Mercado do Pelé,"R. Geraldo Manoel Rosa, 1744 - Ponta Aguda, Blumenau",-26.8998025,-49.052945,supermarket
House Burguer Lanchonete e Restaurante,"R. Johann Ohf, 2624 - Velha Central, Blumenau",-26.9291916,-49.1352683,restaurant
Assadão Caçadores,"R. dos Caçadores, 3022 - Velha Central, Blumenau",-26.9299143,-49.12620949999999,restaurant
Rei Açaí -sorveteria ( buffet de sorvete e açaí ),"R. dos Caçadores, 3349 - sala 3 - Velha Central, Blumenau",-26.9309842,-49.1290535,restaurant
Japa Dog Lanches e marmitaria,"R. Georg Bachman, 39 - Velha Central, Blumenau",-26.930247,-49.1288273,restaurant
Guulanches,"R. dos Caçadores, 2700 - Velha, Blumenau",-26.9293152,-49.1233037,restaurant
Pizzaria 48 horas,"R. dos Caçadores, 3144 - Velha Central, Blumenau",-26.9299651,-49.12747160000001,restaurant
Dog Da Bibinha Velha.,"R. dos Caçadores, 2512 - Velha, Blumenau",-26.9285774,-49.12189009999999,restaurant
SICOOB,"R. Gen. Osório, 2813 - Água Verde, Blumenau",-26.9093122,-49.1214945,bank
BANCO DO BRASIL - SAA-BAIRRO DA VELHA - Agência 2999,"R. João Pessoa, 3120 - Velha, Blumenau",-26.9228851,-49.1011534,bank
FAST BPO FINANCEIRA,"R. Felipe Otto Becker, 55 - Sala 105 - Asilo, Blumenau",-26.9118313,-49.0998081,bank
Mini Mercado Água Branca,"R. Água Branca, 1984 - Salto Weissbach, Blumenau",-26.8931966,-49.1275203,supermarket
Mercado Weise,"R. Gerhard Stark, 296 - Salto Weissbach, Blumenau",-26.8992125,-49.1359428,supermarket
Mercado E Açougue Verdi,"R. José Deeke, 436 - Asilo, Blumenau",-26.8907569,-49.1025569,supermarket
Conveniência Am/PM,"R. Bahia, 2055 - Salto, Blumenau",-26.8839113,-49.1017169,store
NETY STORE,"R. Dois de Setembro, 4649 - Itoupava Norte, Blumenau",-26.8731845,-49.089357,store
Nina Store,"R. Dois de Setembro, 4558 - Itoupava Norte, Blumenau",-26.8736687,-49.0885142,store
LAZILLY STORE - MODA FEMININA,"R. Dois de Setembro, 2700 - Itoupava Norte, Blumenau",-26.889072,-49.0821623,store
Barão Store Blumenau,"R. Leopoldo Kirsten, 66 - Sala 2 - Itoupava Norte, Blumenau",-26.8849714,-49.08352319999999,store
Ativa Makeup Store,"R. Manoel Batista, 172 - Salto Norte, Blumenau",-26.8801381,-49.114486,store
Fit Store Suplementos,"R. São Paulo, 3180 - Itoupava Seca, Blumenau",-26.8919652,-49.0843648,store
Outfield Brand,"R. Santa Catarina, 155 - Itoupava Seca, Blumenau",-26.888506,-49.0861391,store
Beer2Go Conveniência,"R. Benjamin Constant, 1144 - Escola Agrícola, Blumenau",-26.8967574,-49.09937679999999,store
Shop 77,"R. Iguaçu, 500 - Itoupava Seca, Blumenau",-26.9026357,-49.08254119999999,store
Dtudumpouco Store,"R. Mal. Rondon, 91 - Salto Norte, Blumenau",-26.8767804,-49.1010983,store
Charlotte Fashion Store,"R. Bahia, 310 - sala 12 - Salto, Blumenau",-26.8903238,-49.0897248,store
Minipam Store,"R. Emiliano J. de Oliveira, 71 - Sala 204 - Vila Nova, Blumenau",-26.903814,-49.0926211,store
Geek Game Store Blumenau,"R. Frederico Schlei - Itoupava Norte, Blumenau",-26.8859597,-49.0806043,store
Hosp Santa Catarina Blu-ray,"R. Paris, 150 - Itoupava Norte, Blumenau",-26.8853025,-49.08190949999999,hospital
Casa Mais Iluminada do Brasil,"R. Antônina, 165 - Itoupava Norte, Blumenau",-26.8844478,-49.0744923,tourist attractions
"E.F.S.C. estação ferroviária Blumenau, desativada. (clínica veterinária atualmente).","Av. Martin Luther, 364 - Victor Konder, Blumenau",-26.9098181,-49.0717582,tourist attractions
Duuárabii Cozinha Árabe e Orient Food,"Alameda Rio Branco, 865 - Jardim Blumenau, Blumenau",-26.9301502,-49.06232019999999,restaurant
Super Batata Recheada,"R. Amazonas, 940 - Sala 02 - Garcia, Blumenau",-26.9311179,-49.0598102,restaurant
Hostel Rota do Vale,"R. Sorocaba, 137 - Victor Konder, Blumenau",-26.9129424,-49.07256719999999,hotel
AUSTRIA HOSTEL & POUSADA,"R. Rodeio, 171 - Centro, Blumenau",-26.9122581,-49.0792316,hotel
Hotel BlumenHof,"R. das Missões, 103 - Ponta Aguda, Blumenau",-26.9123134,-49.0669784,hotel
Itaú - Ag. 1293 - Blumenau Itoupava Seca,"R. São Paulo, 2700 - Itoupava Central, Blumenau",-26.8946115,-49.0806621,bank
Banco de Crédito Nacional S/A-BCN,"Rua Engenheiro Paul Werner, 925 - Itoupava Seca, Blumenau",-26.8962049,-49.0827605,bank
Larica Total Burger,"R. José Nazário Rebello, 21 - Velha, Blumenau",-26.9274448,-49.1316013,restaurant
Acácio,"R. Artur Grahl, 733 - Velha Central, Blumenau",-26.9263252,-49.13340660000001,restaurant
Aconchego do Vale Europeu,"R. Arthur Mantau, 1048 - Salto Weissbach, Blumenau",-26.9074618,-49.1389491,hotel
Loft Harmonia,"R. Arthur Mantau, 1014 - Passo Manso, Blumenau",-26.9078278,-49.1390068,hotel
Sicoob Multicredi - Água Verde,"R. Gen. Osório, 2.813 - Água Verde, Blumenau",-26.9092594,-49.1214157,bank
Mercado e açougue Evaristo,"R. José Deeke, 845 - Escola Agrícola, Blumenau",-26.8900276,-49.106584,supermarket
Margot Store,"R. Canário, 120 - Água Verde, Blumenau",-26.9124638,-49.1089119,store
Gaspar Bike,"R. dos Caçadores, 993 - Velha, Blumenau",-26.9181301,-49.115649,store
Yeeshop,"Rua Frei Estanislau Schaette, 980 - Água Verde, Blumenau",-26.9115137,-49.1022786,store
Lua Clara store - velha,"R. dos Caçadores, 859 - Velha, Blumenau",-26.9171866,-49.1152752,store
Tchebier Bebidas E Conveniência,"R. dos Caçadores, 2012 - Velha, Blumenau",-26.9247021,-49.1191681,store
A Baterias Tambosi Blumenau_Água Verde,"Rua Frei Estanislau Schaette, 2132 - Água Verde, Blumenau",-26.9120968,-49.1117942,store
"Florallini Store Loja de Roupas, Peças e Vestuário Feminino","R. Kurt Prayon, 255 - Velha, Blumenau",-26.9174309,-49.1258092,store
Restaurante e Lanchonete Pelicano,"R. dos Caçadores, 2420 - Velha Central, Blumenau",-26.9278267,-49.12108130000001,restaurant
Fran.food,"R. Laura Fernandes, 365 - Velha, Blumenau",-26.9269736,-49.1013554,restaurant
Assadão Empório dos Assados Blumenau,"R. Bagé, 41 - sala 02 - Velha Central, Blumenau",-26.926171,-49.120285,restaurant
Villa Bilac Studios,"R. Olavo Bilac, 158 - Velha, Blumenau",-26.9233798,-49.0975955,hotel
Hamburgão,"R. Gov. Jorge Lacerda, 991 - Velha, Blumenau",-26.9281994,-49.1167095,restaurant
Banco Bradesco - Agência 2246,"R. João Pessoa, 2008 - Velha, Blumenau",-26.9184954,-49.0921533,bank
Federal Savings Bank,"R. João Pessoa, 2660 - Velha, Blumenau",-26.9206339,-49.0980631,bank
Banco De Sangue,"Rua Theodoro Holtrup, 40 - Vila Nova, Blumenau",-26.9091735,-49.0826929,bank
Mini Mercado Gama,"R. Gustavo Salinger, 732 - Itoupava Seca, Blumenau",-26.8965156,-49.0875235,supermarket
Mercado Bértoli,"R. Gustavo Salinger, 732 - Itoupava Seca, Blumenau",-26.8965297,-49.0875071,supermarket
Pousada Casa da Maga (Vila Germânica),"R. Colombo, 50 - Velha, Blumenau",-26.9172362,-49.0912221,hotel
iUP HOUSE Hostel,"R. Júlio Baumgarten, 465 - Vila Nova, Blumenau",-26.9073916,-49.0961692,hotel
Pousada Blumenau,"R. João Pessoa, 421 - Centro, Blumenau",-26.9143217,-49.0791108,hotel
Blu Hostel,"R. Alfredo Günther, 94 - Vila Nova, Blumenau",-26.9074053,-49.08081139999999,hotel
Pousada Villa Dom Carlos,"R. Alberto Stein, 474 - Velha, Blumenau",-26.9129926,-49.0853143,hotel
Espaço Herlang,"R. Reinoldo Koffke, 40 - Velha, Blumenau",-26.917588,-49.0847638,hotel
Banrisul S.A. - Banco Do Estado Do RGS S.A.,"R. São Paulo, 1277 - Victor Konder, Blumenau",-26.9060585,-49.0764498,bank
PuBrasil Lanches - Garcia,"R. Amazonas, 4011 - Garcia, Blumenau",-26.9531644,-49.0702215,restaurant
Festival da Tilápia,"Alameda Rio Branco, 697 - Jardim Blumenau, Blumenau",-26.9286699,-49.0621746,restaurant
Acarajé da Lu,"R. Amazonas, 610 - Garcia, Blumenau",-26.9286233,-49.0582765,restaurant
Tio Pytter Restaurante e Café Gourmet,"R. Amazonas, 482 - Garcia, Blumenau",-26.927333,-49.0575238,restaurant
Pousada Jardim Alameda.,"R. São Paulo, 688 - Victor Konder, Blumenau",-26.9098237,-49.0726158,hotel
Toca Restaurante,"R. Amazonas, 730 - Garcia, Blumenau",-26.9298503,-49.0591612,restaurant
Restaurante Colher de Ouro,"R. Max Wehmuth, 91 - Garcia, Blumenau",-26.9279114,-49.056459,restaurant
Pousada Bonatti,"R. João Pessoa, 77 - Centro, Blumenau",-26.9146612,-49.0761356,hotel
EVS VELHA HERBAFORTS,"R. dos Caçadores - Velha, Blumenau",-26.925081,-49.1193835,restaurant
Refeições M & M,"R. Gov. Jorge Lacerda, 1170 - Velha, Blumenau",-26.9257549,-49.1112006,restaurant
Máfia Burger Mix Velha,"R. Gov. Jorge Lacerda, 344 - Velha, Blumenau",-26.9250328,-49.104636,restaurant
More Flavor Salgados,"R. Herval do Oeste, 218 - Velha Central, Blumenau",-26.9261834,-49.1223122,restaurant
Residence Duna Apart Hotel,"Rua Theodoro Holtrup, 577 - Vila Nova, Blumenau",-26.9060381,-49.0866845,hotel
Pousada Dilocare,"R. Júlio Baumgarten, 450 - Água Verde, Blumenau",-26.9073512,-49.0957352,hotel
Banco Bradesco - Agência 2109,"R. Dois de Setembro, 2660 - Itoupava Norte, Blumenau",-26.8895063,-49.0817768,bank
Bank of Brazil,"R. Benjamin Constant, 1067 - Escola Agrícola, Blumenau",-26.8961459,-49.09902959999999,bank
Banco Santander - Agência 0938 - Itoupava Blumenau,"R. Dois de Setembro, 2624 - Itoupava Norte, Blumenau",-26.8896419,-49.0816408,bank
Mercearia Angioletti,"R. Prof. Fernando Ostermman, 51 - Itoupava Norte, Blumenau",-26.8914214,-49.066503,supermarket
Supermercado Unidos,"R. Bahia, 310 - Salto, Blumenau",-26.8905319,-49.0898352,supermarket
Bistek Supermarkets - Shop Itoupava North,"R. 7 de Maio, 1600 - Itoupava Norte, Blumenau",-26.8866639,-49.0679222,supermarket
Mercado 7 de Maio,"R. 7 de Maio, 641 - Itoupava Norte, Blumenau",-26.8893792,-49.0679021,supermarket
Ristorante Funiculì Funiculà Blumenau,"R. Hermann Hering, 532 - Bom Retiro, Blumenau",-26.9253455,-49.0707282,restaurant
Magnani Bistrô,"R. Hermann Hering, 01 - Bom Retiro, Blumenau",-26.9258718,-49.0657371,restaurant
Hotel Steinhausen Colonial,"R. Buenos Aíres, 275 - Ponta Aguda, Blumenau",-26.9062044,-49.0672724,hotel
Maria Flor Boutique,"R. Nereu Ramos, 942 - Jardim Blumenau, Blumenau",-26.9301428,-49.0644747,store
MXT Shop Liquidae,"R. Amazonas, 1255 - Garcia, Blumenau",-26.9341472,-49.0601475,store
Flora Bistrô & Café,"R. Dr. Luiz de Freitas Melro, 163 - Jardim Blumenau, Blumenau",-26.9249666,-49.0615011,restaurant
Master Restaurante,"Alameda Rio Branco, 333 - Jardim Blumenau, Blumenau",-26.9254681,-49.0609581,restaurant
Restaurante Antártida,"R. Cel. Vidal Ramos, 185 - Jardim Blumenau, Blumenau",-26.9259793,-49.0628043,restaurant
Il Gatto Nero Restaurante,"Alameda Rio Branco, 286 - LOJA C - Centro, Blumenau",-26.9251263,-49.0614088,restaurant
Papparella Trattoria e Pizzaria Blumenau,"Alameda Rio Branco, 453 - Jardim Blumenau, Blumenau",-26.9264798,-49.0613593,restaurant
Brava Sushi - Blumenau,"Alameda Rio Branco, 403 - Vila Formosa, Blumenau",-26.9260607,-49.0611301,restaurant
Hostel Jardim de Lótus,"R. Buenos Aíres, 95 - Ponta Aguda, Blumenau",-26.9077536,-49.06813830000001,hotel
O Boticário,"R. Amazonas, 3000 - Garcia, Blumenau",-26.9446164,-49.0729513,store
Restaurante Pede Bis,"R. Gen. Osório, 205 - Velha, Blumenau",-26.9237631,-49.1044048,restaurant
Restaurante Universitário - UFSC Blumenau,"R. João Pessoa, 2957 - Velha, Blumenau",-26.9228457,-49.0991218,restaurant
Sam's House,"R. Gov. Jorge Lacerda, 712 - Velha, Blumenau",-26.9236172,-49.1077542,restaurant
Gran Burger Blumenau,"R. João Pessoa, 3270 - Velha, Blumenau",-26.9238005,-49.1021404,restaurant
Rafaela Salgaderia,"R. Jundiaí, 131 - Velha, Blumenau",-26.924525,-49.109998,restaurant
Big hunger,"R. Euclídes da Cunha, 271 - Velha, Blumenau",-26.9245701,-49.09726449999999,restaurant
Sabor Imperial,"R. Ângelo Dias, 251 - Centro, Blumenau",-26.9240055,-49.0632858,restaurant
Pasta e Basta,"R. Dr. Luiz de Freitas Melro, 53 - Jardim Blumenau, Blumenau",-26.9251976,-49.0603053,restaurant
Ocean Sushi Bar,"R. Dr. Luiz de Freitas Melro, 163 - Jardim Blumenau, Blumenau",-26.9249666,-49.0615011,restaurant
Alameda Lanches,"Alameda Rio Branco, 280 - Centro, Blumenau",-26.9254048,-49.0614739,restaurant
Isolde de Souza,"R. Luxemburgo, 255 - Passo Manso, Blumenau",-26.9214241,-49.1454593,restaurant
Mega Batata,"R. João Pessoa, 2954 - Velha, Blumenau",-26.9226233,-49.0991514,restaurant
Tuta Lanches,"R. Gen. Osório, 365 - Velha, Blumenau",-26.9220234,-49.1053514,restaurant
Ugly’s Big fast-food - the classic!,"R. João Pessoa, 3222 fundos - Velha, Blumenau",-26.9235146,-49.1016524,restaurant
Hostel Feel Home,"R. Teresópolis, 356 - Itoupava Seca, Blumenau",-26.903881,-49.0807082,hotel
Cia do Lanche Express,"R. João Pessoa, 2929 - Velha, Blumenau",-26.9227369,-49.0988736,restaurant
Pizzaria e pastelaria Casa Velha,"R. Gen. Osório, 509 - Velha, Blumenau",-26.9211514,-49.1058641,restaurant
Pousada Casa da Pedra,"R. Prof. João Boos, 280 - Vila Nova, Blumenau",-26.9010522,-49.08503690000001,hotel
Angioklinik HSC - Unidade Hospital Santa Catarina,"R. Amazonas, 301 - Garcia, Blumenau",-26.9262063,-49.0554897,hospital
Madero Steak House Blumenau,"Shopping Neumarkt, R. 7 de Setembro, 1213 - Centro, Blumenau",-26.9212265,-49.0703201,restaurant
Outback Steakhouse,"R. 7 de Setembro, 1213 - Centro, Blumenau",-26.9205616,-49.0696078,restaurant
Casa Olga,"Centro, Blumenau",-26.9205014,-49.0689614,restaurant
Holiday Restaurante,"R. 7 de Setembro, 1015 - Centro, Blumenau",-26.9215158,-49.0667956,restaurant
Santo Fogão Restaurante & Grill - Blumenau,"Esquina com - Rua Caetano Deeke, R. Curt Hering, 87 - Centro, Blumenau",-26.9215952,-49.0643191,restaurant
Brasilic Superfood Bar,"R. Cap. Euclídes de Castro, 64 - Centro, Blumenau",-26.920474,-49.0655252,restaurant
Polpetta,"R. Cap. Euclídes de Castro, 74 - Centro, Blumenau",-26.9204629,-49.0656024,restaurant
Hotel Kloppel,"R. República Argentina, 2655 - Ponta Aguda, Blumenau",-26.9041978,-49.0459593,hotel
Restaurante Celeiro,"R. Floriano Peixoto, 55 - Centro, Blumenau",-26.9219643,-49.0631748,restaurant
